WNAM,SCHN
"Sánchez Barbudo, Salvador",Cádiz
"Sánchez Campillo, José",Murcia
"Sánchez Cayuela, Emilio",Navarre
"Sánchez Coello, Alonso (or Alonzo)",Valencia; Madrid
"Sánchez Cotán, (Fray) Juan",Granada
"Sánchez Cotán, Juan",Seville
"Sánchez de Agrela, Pedro",Asturias
"Sánchez de Castro, Juan",Seville
"Sánchez de Guadalupe, Antón I",Seville
"Sánchez de Guadalupe, Antón II",Seville
"Sánchez de Guadalupe, Diego",Seville
"Sánchez de Guadalupe, Miguel",Seville
"Sánchez de la Peña, Luis",Granada
"Sánchez de Ribera, (Fray) Alvar",
"Sánchez de Segovia, Antón",Salamanca
"Sánchez Díaz, Leopoldo",
"Sánchez Fernández, Juan Miguel",Cádiz
"Sánchez I, Pedro",Seville
"Sánchez II, Juan",Seville
"Sánchez II, Pedro",Seville
"Sánchez Martínez, Luis",Basque Country
"Sánchez Perrier, Emilio",Seville
"Sánchez Pescador, José",Canary Islands
"Sánchez Picazo, Pedro",Murcia
"Sánchez Ramos, Manuel",Andalusia
"Sánchez Robles, Julio",
"Sánchez Santarén, Luciano",Valladolid
"Sánchez Sarabia, Diego",Granada
"Sánchez Solá, Eduardo",Granada
"Sánchez, Alberto",
"Sánchez, Antón",
"Sánchez, Antón (or Antonio)",Andalusia
"Sánchez, Clemente",Valladolid
"Sánchez, Diego",
"Sánchez, Diego",Andalusia
"Sánchez, Enrique",
"Sánchez, Juan",Burgos
"Sánchez, Manuel",Murcia
"Sánchez, Mariano",Madrid
"Sánchez, Melchor",
"Sánchez, Nufro (or Nufio, or Nufrio)",Seville
"Sánchez-Cid y Agüero, Agustín",
Sancho,Leon
Sancho de Zamora,Castile
"Sancho Piqué, Josep (or José)",Catalonia
"Sancho San José, Mariano",Madrid
"Sandalinas Fornàs, Joan (or Juan)",Barcelona
"Sanjuan Tarré, Bernat (or Bernardo)",Barcelona
"Sanmartín de la Serna, Juan",Galicia
"Sans Cabot, Francesc (or Francisco)",Barcelona
"Sans Castaño, Francesc (or Francisco)",Barcelona
"Sansón Martí, José",
Santa Cruz,Avila
"Santa Cruz y Bustamante, Ramiro de",Cantabria
"Santa Cruz, Ricardo",Andalusia
"Santa María Nadal, Juan",
"Santa Marina, José María",
"Santafé Largacha, Antonio",
"Santamaría Alvarez, Juan José",
"Santamaría Sedano, Marceliano",
"Santana, Santiago",Canary Islands
"Santana, Tomás",
"Santaolaria Montoro, Vicente",Valencia
"Santasusagna, Ernest (or Ernesto)",Barcelona
"Santiago de Compostela, School of, Anonymous Painters of",
"Santiago de Compostela, School of, Anonymous Sculptors of",
"Santigosa Vestraten, Josep Anicet (or José Aniceto)",Catalonia
"Santísimo Sacramento, Fray Juan del",Córdoba
"Santonja Rosales, Eduardo",Madrid
"Santos Murillo, Eduardo",Barcelona
"Santos, Miguel de los",
"Sanvisens Marfull, Ramon",
"Sanz Arizmendi, José",
"Sanz Carta, Valentín",Canary Islands
"Sanz Jiménez, Luis",Granada
"Sanz y de Santos, Santos",Madrid
"Sanz, Román",Madrid
"Sarabia, José (or Josef) de",Córdoba-Seville
"Sarabia-Benítez Ruiz de Esquive, Rafael",Barcelona
"Saragossa, Llorenç (or Lorenzo)",Valencia; Catalonia
"Saragossa, School of, Anonymous Painters of",
"Saragossa, School of, Anonymous Sculptors of",
"Sardà Ladico, Francesc (or Francisco)",Barcelona
"Sargado, Rodriguez",
"Sariñena, Cristóbal",Valencia
"Sariñena, Francisco",Valencia
"Sariñena, Juan",Valencia
"Satory, M.",
"Saumells Panadès, Lluís Maria (or Luis María)",Catalonia
"Saura Pacheco, Fulgencio",
"Saura, (Mosén, or Padre) Domingo",Valencia
"Savall Romeu, Juan",
"Sayol Sala, Tomàs",
"Scaparra, Pedro",
"Sebastián María Gabriel de Borbón (Infante de España), [S.A.R.] (Don)",Castile
"Sedano, Alonso (or Alfonso) de",Burgos
"Segarra, Antoni",
"Segarra, Jaume (or Jaime, or Jayme)",Catalonia
"Segimón Cisa, Pere (or Pedro)",Barcelona
"Segovia, Juan de",Castile
"Segrelles Albert, José",Valencia
"Seguí Arechavala, Mamerto",Basque Country
"Segundo García, Ricardo",
"Segura Elías, Ramón",
"Segura Iglesias, Agustín",Cádiz
"Segura Iglesias, Enrique",Seville
"Segura Monforte, Francesc Rafael (or Francisco Rafael)",Barcelona and Madrid
"Seijo Rubio, José",Madrid
"Seiquer López, Alejandro",Murcia
"Seix Miralta, Joan",Barcelona
"Sempere Sanchiz, Pascual",
"Senet, Rafael",Seville
"Sentenach y Cabañas, Narciso",Madrid
"Seo de Urgel, School of, Anonymous Painters of",
"Seo de Urgel, School of, Anonymous Sculptors of",
"Serafí, Pere (or Pedro)",Barcelona
"Serna, Ismael González de la",Granada; Madrid
"Serra I, Francesc",Catalonia
"Serra II, Francesc (or Francisco)",
"Serra Auqué, Enric (or Enrique)",Barcelona
"Serra Buixó, Mateo (or Mateu)",
"Serra Castellet, Francesc (or Francisco)",Catalonia
"Serra Farnés, Pere (or Pedro)",Catalonia
"Serra Güell, Eudald (or Eudaldo)",
"Serra Melgosa, Joan (or Juan)",Barcelona
"Serra Porson, Josep (or José)",Barcelona
"Serra, Bernat (or Bernardo)",Tarragona
"Serra, Jaume (or Jacobo, or Jaime)",Catalonia
"Serra, Jaume (or Jaime)",Catalonia
"Serra, Joan (or Juan)",Catalonia
"Serra, Pere (or Pedro)",Catalonia
"Serrano Bossio, Pedro",Andalusia
"Serrano Serra, Josep Miquel",Barcelona
"Serrano, Pablo",Aragon
"Serret y Comín, Nicasio",Valencia
"Sert Badia, Josep Maria (or José María)",Barcelona
"Servando, Antonio",
"Setuain de la Torre, Andrés",Madrid
"Sevilla y Sánchez, Nicasio",Madrid
"Sevilla, Juan de",Seville
"Sevilla, Juan de",Granada
"Seville, School of, Anonymous Painters of",
"Seville, School of, Anonymous Sculptors of",
"Sierra Oviedo, Tomás de",Valladolid
"Sierra Vidal, Tomás de",Valladolid
"Sierra, (Fray) Jacinto de",Valladolid
"Sierra, Francisco de",Valladolid
"Sierra, José de",Valladolid
"Sierra, Pedro de",Valladolid
"Sigüenza Alonso, Manuel",Valencia
"Sigüenza y Chavarrieta, Joaquín",Castile
"Siles Badía, Alfonso",Murcia
"Siloé, Diego de",Burgos; Granada
"Siloé, Gil (or Giles, or Guilles, or Xil) de",
"Silos, School of, Anonymous Painters of",
"Silos, School of, Anonymous Sculptors of",
"Silva, Bernardo Manuel de",Canary Islands
"Silva, Claudi (or Claudio)",Barcelona
"Silva, Juan Jacinto de",Canary Islands
"Silva, Juan Manuel de",Canary Islands
"Silvela Casado, Mateo",Madrid
"Silvera, Antonio",Andalusia
"Simarro, Ramón",Valencia
"Simó, Juan Bautista (or Juan-Baptista)",Valencia
"Simonet Castro, Bernardo",
"Simonet Castro, Enrique",
"Simonet Lombardo, Enric (or Enrique)",Valencia
"Simont Guillén, Josep (or José)",Barcelona
"Sisquella Oriol, Alfred (or Alfredo)",Barcelona
"Sivilla Torres, Emili (or Emilio)",Barcelona
"Sobejano López, José María",Murcia
"Sobrino Buhigas, Carlos",
"Solà Vidal, Andreu (or Andrés)",
"Solà, Antoni (or Antonio)",Catalonia
"Solà, Esteve (or Esteban, or Esteva)",Catalonia
"Solà, Ramon I",Catalonia
"Solà, Ramon II",Gerona
"Solana, Nicolás",Aragon
"Solanic Bàlius, Rafael",
"Soldevila Trepat, Ramon",Barcelona
"Soldevila Valls, Miquel (or Miguel)",Barcelona
"Solé Jorba, Vicenç (or Vicente)",Olot
"Soler de les Cases, Ernest",Barcelona
"Soler Forcada, Josep (or José)",Barcelona
"Soler Gatvillaró, Guillem (or Guillermo)",Barcelona
"Soler Gili, Domènec (or Domingo)",Barcelona
"Soler i Rovirosa, Francesc (or Francisco)",Barcelona
"Soler Liró, Ramón",Barcelona
"Soler Llopis, Eduardo",
"Soler Pérez, Rigoberto",Barcelona and Valencia
"Soler Puig, Joan (or Juan)",Barcelona
"Soligó Tena, Josep (or José)",
"Solís Avila, Antonio",Madrid
"Solís y Rivadeneyra, Antonio",Valladolid
"Solís, Francisco de",
"Solives, Francesc (or Francisco)",Catalonia
"Solórzano, Bartolomé de","Santander, Palencia"
"Soraje, Pedro",
"Soreda, Juan (or Joan) de",Aragon
"Sorelló, Miguel (or Miquel)",
"Soria Aedo, Francisco",Granada
"Soria Santa Cruz, Enrique",Burgos
"Soria, Antonio",
"Soria, Eduardo",Cantabria
"Soria, Martín de",Aragon
"Soria, Salvador",Valencia
"Soria, School of, Anonymous Sculptors of",
"Soriano Fort, José",Valencia
"Soriano Montagut, Inocencio",
"Soriano Murillo, Benito",Balearic Islands
"Sorolla, Joaquín",Valencia; Madrid
"Soto, C.",
"Soto, Roberto",Cádiz
"Soulere Martí, Pere (or Pedro)",Barcelona
"Souto Cuero, Alfredo",Galicia
"Souto Feijoo, Arturo",Galicia
"Spanish School, Anonymous Painters of",
"Spanish School, Anonymous Sculptors of",
"Spano, Antonio",
"Stolz Seguí, Ramón",Valencia
"Stolz Viciano, Ramón",Valencia
"Storm, Ferdinand (or Fernando, or Hernando)",
"Suárez de Orozco, Martín",
"Suárez Llanos, Ignacio",Asturias
"Suárez Llanos, José",Galicia
"Suárez Peregrín, José",Granada
"Suárez, Lorenzo",Murcia
"Subirats Samora, Josep",Barcelona
"Sucre de Grau, Josep Maria (or José María) de",Barcelona
"Summers Bradley, Francisco",Andalusia
"Summers e Isern, Ricardo",Cádiz
"Suñol, Jerónimo (or Jeroni)",Barcelona
"Sunyer Miró, Joaquim (or Joaquín)",Barcelona
Suranol,
"Surós Forns, Santí (or Santiago, or Santino)",Barcelona
"Surribes i Riera, Francesc (or Francisco)",
"Surroca, Manuel",Catalonia
"Susillo Fernández, Antonio",Seville
"Taibo González, Germán",Galicia
"Talarn Anglès, Pelegrí (or Pelegrín)",Catalonia
"Talarn, Francisco",
"Talarn, Guillem (or Guillermo)",Barcelona
"Talavera, Leoncio",Málaga
Tamarinde,
"Tamarit García, José",Valencia
"Tamburini Dalmau, Josep Maria (or José María)",Barcelona
"Tapiola Gironella, Josep Maria",Catalonia
"Tapiró Baró, Josep (or José)",Tarragona
"Tarragó, Fernando",Avila; Lérida
"Tarragona, Joan (or Juan) de",Catalonia
"Tàrrega Viladoms, Ricard (or Ricardo)",Barcelona
"Tarza, Carlos",
"Tataret Balasch, Josep (or José)",Barcelona
"Texidor Busquets, José",Barcelona
"Teixidor Torres, Modest (or Modesto)",Barcelona
"Tejeo, Rafael",
"Tellaeche, Julián de",Basque Country
"Tenas Alivés, Josep (or José)",Barcelona
"Terencio Farré, José",Valencia
"Termens Mauri, Ramon",Barcelona
"Terrencs, Pere (or Pedro)",Balearic Islands
"Terruella Matilla, Joaquim (or Joaquín)",Balearic Islands; Barcelona
"Tersol Artigas, Josep (or José)",Barcelona
"Teruel, School of, Anonymous Painters of",
"Teruel, School of, Anonymous Sculptors of",
"Tey Planas, Angels (or Angeles)",Barcelona
"Thalo, Alonso",
"Tharrats, Joan Josep (or Juan José)",Catalonia
"Theotocópuli, Jorge Manuel",Toledo
"Timón Ambrosio, Mariano",Estremadura
"Timor, Guillem (or Guillermo)",Catalonia
"Tinoco Ortiz, Mauricio",Estremadura
Tioda,Asturias
"Tirado, Fernando",Seville
"Tizón, Artos (or Artus)",Murcia
"Togores Llach, Josep (or José) de",Barcelona
"Toledo Pérez, José Gregorio",Canary Islands
"Toledo, Fernando de",
"Toledo, Juan Bautista de",
"Toledo, Juan de",Murcia
"Toledo, School of, Anonymous Painters of",
"Toledo, School of, Anonymous Sculptors of",
"Tolosa Alsina, Aureli (or Aurelio)",Barcelona
"Tolosa, (Hermano) Juan de",
"Tolsá, Manuel",Valencia; Madrid
"Tomás Hernández, Antonio",
"Tomás Pérez, Angel",Murcia
"Tomás, Francisco",Balearic Islands
"Tomás, Rafael",Catalonia; Sardinia
"Tomasich, Antonio",Andalusia
"Tomé, Narciso",Castile-Leon
"Tordesillas de Lara, Julián",Madrid
"Tordesillas, Gaspar de",Castile
"Torent Marsans, Eveli (or Avel.lí, or Evelio)",Barcelona and Madrid
"Torija Domínguez, Miguel",Castile
"Torné Esquius, Pere (or Pedro)",Barcelona
"Torner Guerra, Alberto de",
"Torner, Martí (or Martín)",Balearic Islands-Valencia
"Torner, Pedro",Valencia
"Torrado, Antonio",
"Torras Armengol, Francesc (or Francisco)",Barcelona
"Torras Bachs, Joan",Catalonia
"Torre Berastegui, Quintín de",Bilbao
"Torre Estefanía, Rafael de la",Madrid an Galicia
"Torre Isunza, Pedro de",Estremadura
"Torre López, Antonio de la",Murcia
"Torre, Francisco de la",Canary Islands
"Torrecilla, Juan de",Palencia
"Torrent Riu, Ramón",
"Torrents  d'Amat, Estanislau (or Estanislao)",
"Torres Clavero, Antonio",Saragossa
Torres de Marcilla,
"Torres Fuster, Antoni (or Antonio)",Barcelona and Tarragona
"Torres González, Antonio",
"Torres, Antonio (or Antoni)",
"Torres, Clemente de",Cádiz
"Torres, Matías de",Murcia and Madrid
"Torres-García, Joaquín (or Joaquim)",Barcelona
"Torrescassana Sallarés, Francesc (or Francesco, or Francisco)",Barcelona
"Tortosa, Francisco",
"Tournai, Joan (or Juan) de",Gerona
"Tovar, Alonso Miguel de",Seville; Madrid
"Tovar, Juan de",Toledo
"Tovar, Manuel",Granada; Madrid
"Tramulles the Elder, Llàtzer (or Lázaro)",Tarragona
"Tramulles i Roig, Francesc",
"Tramulles i Roig, Manuel",Catalonia
"Tramulles the Younger, Llàtzer",Perpignan (Perpiñán)
"Tramulles, Bru (or Bruno)",Catalonia
"Tramulles, Josep (or José)",Tarragona
"Triadó Mayol, Josep (or José)",Barcelona
"Triadó Nolla, Alberto",Barcelona
"Trigo, Zenon",Saragossa
"Trilles, Miguel Angel",Madrid
"Tristán, Luis",Toledo
"Truyol, Bernardo (or Bernat)",
"Tubilla, Julio",
"Tudela Perales, Joaquín (or Joaquim)",Valencia
"Tudela, School of, Anonymous Sculptors of",
"Turina y Areal, Joaquín",Seville
"Tusell Graner, Salvador",Barcelona
"Tuset Tuset, Salvador",Valencia
"Tusquets Maignon, Ramon (or Raimondo)",Barcelona
"Ubierna, José Manuel González",Castile-Leon
"Uceda, Juan de",Seville
"Ucelay, José María",Basque Country
"Udias González, José",
"Ugalde, Juan Bautista",
"Ugarte, Ignacio",Basque Country
"Unceta y López, Marcelino de",
"Uranga, Pablo",Basque Country
"Uranga, Santiago",
"Urbina, Diego de",Madrid
"Urgell, Modest (or Modesto)",Barcelona
"Urgell, Ricard (or Ricardo)",Barcelona
"Urgellès de Tovar, Feliu (or Félix)",Barcelona
"Urgellès Trías, Manuel",Barcelona
"Uria Uria, José María",Asturian
"Uribe Aguirre, Guillermo",
"Urmeneta, Juan José de",Cádiz
"Urquiola y Aguirre, Eduardo",Basque Country
"Urquiza, Domingo",Madrid
"Urrabieta Vierge, Daniel",
"Urrutia Olarán, Jenaro de",Basque Country
"Uruñuela, Jesús",
"Utrillo Viadera, Antoni (or Antonio)",Barcelona
"Utrillo, Miguel (or Miquel)",Barcelona
"Vaamonde Cornide, Joaquín",Galicia
Vaimiar,
"Val y Colomé, Julio (or Juli) del",Burgos
"Valdecara y González, Germán",Saragossa
"Valdés Leal, Juan de",Seville
"Valdés, Lucas",Seville
"Valdivieso y Henarejos, Domingo",Murcia
"Valdivieso, Juan de",Seville
"Valdoma, Martín de",Sigüenza
"Valencia, Jerónimo de",Andalusia
"Valencia, Juan (or Joan) de",
"Valencia, Juan de",Andalusia
"Valencia, Pedro de",Valencia
"Valencian School, Anonymous Painters of",
"Valencian School, Anonymous Sculptors of",
"Valenzuela y Chacón, Juan",Madrid
"Valero Arbiol, Carles (or Carlos)",Barcelona
"Valero, (Mosén) Cristóbal (or Christóval)",Valencia
"Valero, J. Pío",
"Vall, Pere (or Pedro)",Cardona
"Valladolid, School of, Anonymous Painters of",
"Valladolid, School of, Anonymous Sculptors of",
"Vallcorba y Mexía, Cayetano",Granada
"Valldeperes, Eusebi",
"Valle Sandoval, Juan de Dios del",Granada
"Valle, Evaristo",Asturias
"Vallejo y Galeazo, José",Málaga/ Madrid
"Vallejo, Juan de",Burgos
"Valles, Lorenzo",Madrid
"Vallespín y Aivar, José",Madrid
"Vallhonrat Sadurní, Joan (or Juan)",Barcelona
"Vallmitjana Abarca, Agapit (or Agapito, or Agopito)",Barcelona
"Vallmitjana Barbany, Agapit (or Agapito, or Agopito)",Barcelona
"Vallmitjana Barbany, Venanci (or Venancio)",Catalonia
"Vallmitjana Garrido, August (or Augusto)",Barcelona
"Vallmitjana Vallés, Abel",Catalonia
"Valls Martí, Nolasc (or Nolasco)",Barcelona
"Valls Quer, Maurici (or Mauricio)",Barcelona
"Valls Sanmartí, Ernest (or Ernesto)",Valencia
"Valls, Domènec (or Domingo)",Catalonia
"Valls-Clusas, Miquel Joan (or Miguel Juan)",Barcelona
"Vallsera, Antoni (or Antonio)",Catalonia; Valencia
"Vallsera, Jaume (or Jaime)",Catalonia
"Valmaseda, Juan de",Palencia
"Valois, Ambrosio (or Ambrogio)",Andalusia
"Valverde Lasarte, Joaquín",Seville
"Valverde, Antonio",Basque Country
"Vancells Barba, Joan",Catalonia
"Vancells Puigcercós, Joan (or Juan)",Lérida
"Vancells Vieta, Joaquim (or Joaquín)",
"Vandelvira, Andrés de",Jaén
"Vaquero Palacios, Joaquín",Asturias
"Varela Isabel, Emilio",Alicante
"Varela Sartorio, Eulogio",Cádiz
"Varela, Francisco",Seville
"Vargas Ruiz, Guillermo",Seville
"Vargas, Andrés",Castile
"Vargas, Francisco de",
"Vargas, Luis de",Seville
"Vasallo Parodi, Juan Luis",Cádiz
"Vásquez del Río, Suso Salvador",Galicia
"Vassallo Dorronzoro, Eduardo",Seville
"Vayreda Casabó, Francesc (or Francisco)",Barcelona
"Vayreda Vila, Joaquim (or Joaquín)",
"Vayreda Vila, Marià (or Marian, or Mariano)",Barcelona
"Vázquez Aggerholm, Rafael",
"Vázquez Alonso, Pedro",Galicia
"Vázquez de Castro, Antonio",Betanzos
"Vázquez Díaz, Daniel",Madrid
"Vázquez the Elder, Juan Bautista",Seville
"Vázquez the Younger, Juan Bautista",Seville
"Vázquez Ubach, Nicanor",Barcelona
"Vázquez Ubeda, Carlos",Barcelona and Madrid
"Vázquez, (Frate) Antonio",
"Vázquez, Agustín",Seville
"Vázquez, Alonso (or Alfonso)",
"Vázquez, Amaro",Seville
"Vázquez, Antonio",Valladolid
"Vázquez, Jerónimo (or Gerónimo)",Valladolid
"Vázquez, José",Madrid
"Vázquez, Lorenzo",Castile
"Vega Cruces, José",
"Vega Marrugal, José de la",Seville
"Vega Muñoz, Francisco de",Seville
"Vega Muñoz, Pedro de",Seville
"Vega, A.",
"Vega, Antonio (or Antón) de",Segovia
"Vega, Francisco de la",Seville
"Vega, Gaspar de",Segovia
"Vega, Pedro de",Amusco
"Velasco the Elder, Diego de",Toledo
"Velasco the Younger, Diego de",Toledo; Seville
"Velasco, Cristóbal de",Toledo; Madrid
"Velasco, Luis de",Toledo
"Velázquez Espino, Carlos",
"Velázquez Querol, Vicente",Valencia
"Velázquez Vaca, Francisco",León
"Velázquez, Diego",Seville; Madrid
"Vélez, Luis (or Luys)",Valladolid
"Veloso Molina, Ignacio",
"Ventosa Domènech, Josep (or José)",Barcelona; Balearic Islands
"Vera Calvo, Juan Antonio",Seville
"Vera Estaca, Alejo",Madrid
"Vera Sales, Enrique",Castile
"Verdaguer, Miquel (or Miguel)",Catalonia
"Verde Rubio, Ricardo",
"Verdejo, Y.",
"Verdera, Nicolau (or Nicolás)",Catalonia
"Verdes Montenegro, Elena",Valencia
"Verdugo Landi, Ricardo",Málaga
"Vergara Bartual, Francisco",Valencia
"Vergara the Elder, Francisco",Valencia
"Vergara the Elder, Nicolás de",Toledo
"Vergara the Younger, Francisco",Valencia
"Vergara the Younger, Nicolás de",Toledo
"Vergara, Arnao (or Arnold) de",
"Vergara, Ignacio",Valencia
"Vergara, José (or Josef)",Valencia
"Vergaz, Alfonso Giraldo",Murcia; Madrid
"Verger Fioretti, Carlos",Madrid
"Vergós I, Jaume (or Jaime)",Catalonia
"Vergós II, Francesc",
"Vergós II, Jaume (or Jaime)",Catalonia
"Vergós, Francesc (or Francisco)",
"Vergós, Pau (or Pablo)",Catalonia
"Vergós, Rafael",Catalonia
"Vermell Busquets, Lluís (or Luis)",Barcelona
"Veza, T.",
"Vial Hugas, Eduard (or Eduardo)",
"Viaplana Casamala, Santiago",Barcelona
"Vicens Cots, Joan (or Juan)",Barcelona
"Vicent Cortina, Salvador Octavio",Valencia
"Vicent Mengual, Julio (or Juli)",Valencia
"Vicent Suria, Carmelo (or Carmel)",Valencia
"Vicente Pérez, Eduardo",Madrid
"Vicente, Esteban",Madrid
"Viciano Martí, José (or Josep)",Valencia
"Vico Hernández, Miguel",Granada
Victor-Hino (pseud.),Valencia
"Vidal Abascal, Enrique",Galicia
"Vidal Galicia, Francesc (or Francisco) (pseud.).",Barcelona
"Vidal Gomà, Francesc (or Francisco)",Barcelona
"Vidal Molné, Lluís (or Luis)",
"Vidal Riera, Mateo",Balearic Islands
"Vidal Rolland, Antoni (or Antonio)",
"Vidal Ventosa, Joan (or Juan)",Barcelona
"Vidal y Compairé, Florencio",
"Vidal, Dionís (or Dionisio)",Valencia
"Vidal, José",Valencia
"Vidal, Juan",Barcelona
"Vidal, Pedro Antonio",Valencia
"Vidal-Quadras Veiga, Aleix",Barcelona
"Vidal-Quadras Villavecchia, Josep Maria (or José María)",Barcelona
"Vidarte, Domingo de",Navarre
"Vigarny, Felipe",
Vigila,Navarre
"Vila Arrufat, Antoni (or Antonio)",
"Vila Cañellas, José María (or Josep Maria)",
"Vila Cinca, Joan (or Juan)",Barcelona
"Vila García, César",Barcelona
"Vila Prades, Julio",Valencia
"Vila Puig, Joan (or Juan)",Catalonia
"Viladomat Massanes, Josep",Barcelona
"Viladrich Vilà, Miquel (or Miguel)",Barcelona/ Madrid
"Vilallonga Balam, Jaume (or Jaime)",Barcelona
"Vilar Roca, Manuel",Barcelona and Mexico City
