RN,FRECN,ALT,authority,search,authimport
8380,4266,"Caprotti de la Torre, Oscar","Caprotti, Oscar","Caprotti de la Torre, Oscar;  Caprotti, Oscar","Caprotti, Oscar"
8381,4266,"Torre, Oscar Caprotti de la*","Caprotti, Oscar","Torre, Oscar Caprotti de la*;  Caprotti, Oscar","Caprotti, Oscar"
8382,4267,"Ponze, Antonio","Ponce, Antonio","Ponze, Antonio;  Ponce, Antonio","Ponce, Antonio"
8383,4268,Martín de Torres Master,"Peris, Gonzalo (or Gonçal)","Martín de Torres Master;  Peris, Gonzalo (or Gonçal)","Peris, Gonzalo (or Gonçal)"
8384,4268,Master of the Martí de Torres,"Peris, Gonzalo (or Gonçal)","Master of the Martí de Torres;  Peris, Gonzalo (or Gonçal)","Peris, Gonzalo (or Gonçal)"
8385,4268,Master of the Martín de Torres Family,"Peris, Gonzalo (or Gonçal)","Master of the Martín de Torres Family;  Peris, Gonzalo (or Gonçal)","Peris, Gonzalo (or Gonçal)"
8386,4268,"Pérez, Gonzalo","Peris, Gonzalo (or Gonçal)","Pérez, Gonzalo;  Peris, Gonzalo (or Gonçal)","Peris, Gonzalo (or Gonçal)"
8387,4268,"Pérez (de) Sarriá, Gonzalo","Peris, Gonzalo (or Gonçal)","Pérez (de) Sarriá, Gonzalo;  Peris, Gonzalo (or Gonçal)","Peris, Gonzalo (or Gonçal)"
8388,4268,"Peris de Sarriá, Gonçal","Peris, Gonzalo (or Gonçal)","Peris de Sarriá, Gonçal;  Peris, Gonzalo (or Gonçal)","Peris, Gonzalo (or Gonçal)"
8389,4268,Sarriá,"Peris, Gonzalo (or Gonçal)","Sarriá;  Peris, Gonzalo (or Gonçal)","Peris, Gonzalo (or Gonçal)"
8390,4268,"Sarriá, Gonzalo (de)","Peris, Gonzalo (or Gonçal)","Sarriá, Gonzalo (de);  Peris, Gonzalo (or Gonçal)","Peris, Gonzalo (or Gonçal)"
8391,4268,"Sarría, Gonzalo Peris de*","Peris, Gonzalo (or Gonçal)","Sarría, Gonzalo Peris de*;  Peris, Gonzalo (or Gonçal)","Peris, Gonzalo (or Gonçal)"
8392,4269,"Ponce Fuente, José","Ponce Puente, José","Ponce Fuente, José;  Ponce Puente, José","Ponce Puente, José"
8393,4269,"Puente, José Ponce*","Ponce Puente, José","Puente, José Ponce*;  Ponce Puente, José","Ponce Puente, José"
868,427,"Borrel, Pedro","Borrell del Caso, Pere (or Pedro)","Borrel, Pedro;  Borrell del Caso, Pere (or Pedro)","Borrell del Caso, Pere (or Pedro)"
869,427,"Borrel del Caso, Pedro","Borrell del Caso, Pere (or Pedro)","Borrel del Caso, Pedro;  Borrell del Caso, Pere (or Pedro)","Borrell del Caso, Pere (or Pedro)"
870,427,"Borrel y del Cazo, Pedro","Borrell del Caso, Pere (or Pedro)","Borrel y del Cazo, Pedro;  Borrell del Caso, Pere (or Pedro)","Borrell del Caso, Pere (or Pedro)"
871,427,"Caso, Pere Borrell del*","Borrell del Caso, Pere (or Pedro)","Caso, Pere Borrell del*;  Borrell del Caso, Pere (or Pedro)","Borrell del Caso, Pere (or Pedro)"
8394,4270,"León, Dávila Ponce de*","Ponce de León, Dávila","León, Dávila Ponce de*;  Ponce de León, Dávila","Ponce de León, Dávila"
8395,4271,"Ontoria de Jardiel, Marcelina Poncela*","Poncela Ontoria de Jardiel, Marcelina","Ontoria de Jardiel, Marcelina Poncela*;  Poncela Ontoria de Jardiel, Marcelina","Poncela Ontoria de Jardiel, Marcelina"
8396,4271,"Poncela, Marcelina","Poncela Ontoria de Jardiel, Marcelina","Poncela, Marcelina;  Poncela Ontoria de Jardiel, Marcelina","Poncela Ontoria de Jardiel, Marcelina"
8397,4271,"Poncela Hontoria, Marcelina","Poncela Ontoria de Jardiel, Marcelina","Poncela Hontoria, Marcelina;  Poncela Ontoria de Jardiel, Marcelina","Poncela Ontoria de Jardiel, Marcelina"
8398,4271,"Poncela Hontoria de Jardiel, Marcelina","Poncela Ontoria de Jardiel, Marcelina","Poncela Hontoria de Jardiel, Marcelina;  Poncela Ontoria de Jardiel, Marcelina","Poncela Ontoria de Jardiel, Marcelina"
8399,4271,"Poncela de Jardiel, Marcelina","Poncela Ontoria de Jardiel, Marcelina","Poncela de Jardiel, Marcelina;  Poncela Ontoria de Jardiel, Marcelina","Poncela Ontoria de Jardiel, Marcelina"
8400,4271,"Poncela y Ontoria, Marcelina","Poncela Ontoria de Jardiel, Marcelina","Poncela y Ontoria, Marcelina;  Poncela Ontoria de Jardiel, Marcelina","Poncela Ontoria de Jardiel, Marcelina"
8401,4273,"Comendador, Enrique Pérez","Pérez Comendador, Enrique","Comendador, Enrique Pérez;  Pérez Comendador, Enrique","Pérez Comendador, Enrique"
8402,4273,"Pérez Comendador, Aniano","Pérez Comendador, Enrique","Pérez Comendador, Aniano;  Pérez Comendador, Enrique","Pérez Comendador, Enrique"
8403,4273,"Pérez Comendador, Enrique Aniano","Pérez Comendador, Enrique","Pérez Comendador, Enrique Aniano;  Pérez Comendador, Enrique","Pérez Comendador, Enrique"
8404,4275,"Ponc, Juan","Pons, Juan","Ponc, Juan;  Pons, Juan","Pons, Juan"
8405,4275,"Ponç, Juan","Pons, Juan","Ponç, Juan;  Pons, Juan","Pons, Juan"
8406,4275,"Pont, Joan (or Juan) del","Pons, Juan","Pont, Joan (or Juan) del;  Pons, Juan","Pons, Juan"
8407,4276,"Camino, Fernando Pérez del*","Pérez del Camino, Fernando","Camino, Fernando Pérez del*;  Pérez del Camino, Fernando","Pérez del Camino, Fernando"
8408,4277,"Arnau, Francisco Pons*","Pons Arnau, Francisco (or Francesc)","Arnau, Francisco Pons*;  Pons Arnau, Francisco (or Francesc)","Pons Arnau, Francisco (or Francesc)"
8409,4279,"Iranzo, Elisabet Pons*","Pons Iranzo, Elisabet (or Elisabeta)","Iranzo, Elisabet Pons*;  Pons Iranzo, Elisabet (or Elisabeta)","Pons Iranzo, Elisabet (or Elisabeta)"
8410,4279,"Pons, Isabel","Pons Iranzo, Elisabet (or Elisabeta)","Pons, Isabel;  Pons Iranzo, Elisabet (or Elisabeta)","Pons Iranzo, Elisabet (or Elisabeta)"
8411,4279,"Pons Iranzo, Isabel","Pons Iranzo, Elisabet (or Elisabeta)","Pons Iranzo, Isabel;  Pons Iranzo, Elisabet (or Elisabeta)","Pons Iranzo, Elisabet (or Elisabeta)"
872,428,"Brugarolas, Antonio","Brugarolas Serrador, Antoni (or Antonio)","Brugarolas, Antonio;  Brugarolas Serrador, Antoni (or Antonio)","Brugarolas Serrador, Antoni (or Antonio)"
873,428,"Serrador, Antoni Brugarolas*","Brugarolas Serrador, Antoni (or Antonio)","Serrador, Antoni Brugarolas*;  Brugarolas Serrador, Antoni (or Antonio)","Brugarolas Serrador, Antoni (or Antonio)"
8412,4280,"Canogar Gómez, Rafael [pseud.]","Canogar, Rafael (pseud.)","Canogar Gómez, Rafael [pseud.];  Canogar, Rafael (pseud.)","Canogar, Rafael (pseud.)"
8413,4280,"García Gómez, Rafael","Canogar, Rafael (pseud.)","García Gómez, Rafael;  Canogar, Rafael (pseud.)","Canogar, Rafael (pseud.)"
8414,4280,"Gómez, Rafael Canogar*","Canogar, Rafael (pseud.)","Gómez, Rafael Canogar*;  Canogar, Rafael (pseud.)","Canogar, Rafael (pseud.)"
8415,4280,"Gómez, Rafael García*","Canogar, Rafael (pseud.)","Gómez, Rafael García*;  Canogar, Rafael (pseud.)","Canogar, Rafael (pseud.)"
8416,4281,"Pontones, Pablo","Pontons, Pablo","Pontones, Pablo;  Pontons, Pablo","Pontons, Pablo"
8417,4282,"Dughet, Jenaro Pérez Villaamil y","Pérez Villaamil, Jenaro (or Genaro)","Dughet, Jenaro Pérez Villaamil y;  Pérez Villaamil, Jenaro (or Genaro)","Pérez Villaamil, Jenaro (or Genaro)"
8418,4282,"Duguet, Jenaro Pérez Villaamil*","Pérez Villaamil, Jenaro (or Genaro)","Duguet, Jenaro Pérez Villaamil*;  Pérez Villaamil, Jenaro (or Genaro)","Pérez Villaamil, Jenaro (or Genaro)"
8419,4282,"Pérez Villaamil, Geronima","Pérez Villaamil, Jenaro (or Genaro)","Pérez Villaamil, Geronima;  Pérez Villaamil, Jenaro (or Genaro)","Pérez Villaamil, Jenaro (or Genaro)"
8420,4282,"Pérez Villaamil y Duguet, Genaro (or Jenaro)","Pérez Villaamil, Jenaro (or Genaro)","Pérez Villaamil y Duguet, Genaro (or Jenaro);  Pérez Villaamil, Jenaro (or Genaro)","Pérez Villaamil, Jenaro (or Genaro)"
8421,4282,"Villaamil, Genaro Pérez (de la)","Pérez Villaamil, Jenaro (or Genaro)","Villaamil, Genaro Pérez (de la);  Pérez Villaamil, Jenaro (or Genaro)","Pérez Villaamil, Jenaro (or Genaro)"
8422,4283,"Gascón, Ponciano Ponzano*","Ponzano Gascón, Ponciano","Gascón, Ponciano Ponzano*;  Ponzano Gascón, Ponciano","Ponzano Gascón, Ponciano"
8423,4283,"Ponzano, Ponciano","Ponzano Gascón, Ponciano","Ponzano, Ponciano;  Ponzano Gascón, Ponciano","Ponzano Gascón, Ponciano"
8424,4284,Batistet,"Porcar Ripollés, Juan Bautista (or Joan Baptista, or Joan Bautista)","Batistet;  Porcar Ripollés, Juan Bautista (or Joan Baptista, or Joan Bautista)","Porcar Ripollés, Juan Bautista (or Joan Baptista, or Joan Bautista)"
8425,4284,"Porcar, Joan Baptista (or Juan Bautista)","Porcar Ripollés, Juan Bautista (or Joan Baptista, or Joan Bautista)","Porcar, Joan Baptista (or Juan Bautista);  Porcar Ripollés, Juan Bautista (or Joan Baptista, or Joan Bautista)","Porcar Ripollés, Juan Bautista (or Joan Baptista, or Joan Bautista)"
8426,4284,"Porcar Ripollés, Bautista","Porcar Ripollés, Juan Bautista (or Joan Baptista, or Joan Bautista)","Porcar Ripollés, Bautista;  Porcar Ripollés, Juan Bautista (or Joan Baptista, or Joan Bautista)","Porcar Ripollés, Juan Bautista (or Joan Baptista, or Joan Bautista)"
8427,4284,"Ripolles, Juan","Porcar Ripollés, Juan Bautista (or Joan Baptista, or Joan Bautista)","Ripolles, Juan;  Porcar Ripollés, Juan Bautista (or Joan Baptista, or Joan Bautista)","Porcar Ripollés, Juan Bautista (or Joan Baptista, or Joan Bautista)"
8428,4284,"Ripollés, Joan Baptista Porcar i","Porcar Ripollés, Juan Bautista (or Joan Baptista, or Joan Bautista)","Ripollés, Joan Baptista Porcar i;  Porcar Ripollés, Juan Bautista (or Joan Baptista, or Joan Bautista)","Porcar Ripollés, Juan Bautista (or Joan Baptista, or Joan Bautista)"
8429,4285,"Martínez, Emilio Porset*","Porset y Martínez, Emilio","Martínez, Emilio Porset*;  Porset y Martínez, Emilio","Porset y Martínez, Emilio"
8430,4285,"Porset, Emilio","Porset y Martínez, Emilio","Porset, Emilio;  Porset y Martínez, Emilio","Porset y Martínez, Emilio"
8431,4286,"Calderón y López de Arroyabe, Fernando","Calderón, Fernando","Calderón y López de Arroyabe, Fernando;  Calderón, Fernando","Calderón, Fernando"
8432,4286,"López de Arroyabe, Fernando Calderón*","Calderón, Fernando","López de Arroyabe, Fernando Calderón*;  Calderón, Fernando","Calderón, Fernando"
8433,4287,Miguel Joan Porta,"Porta, Miguel Juan (or Miguel Joan, or Miquel Joan)","Miguel Joan Porta;  Porta, Miguel Juan (or Miguel Joan, or Miquel Joan)","Porta, Miguel Juan (or Miguel Joan, or Miquel Joan)"
8434,4287,"Porta, Joan (or Juan)","Porta, Miguel Juan (or Miguel Joan, or Miquel Joan)","Porta, Joan (or Juan);  Porta, Miguel Juan (or Miguel Joan, or Miquel Joan)","Porta, Miguel Juan (or Miguel Joan, or Miquel Joan)"
8435,4287,"Porta, Juan Miguel","Porta, Miguel Juan (or Miguel Joan, or Miquel Joan)","Porta, Juan Miguel;  Porta, Miguel Juan (or Miguel Joan, or Miquel Joan)","Porta, Miguel Juan (or Miguel Joan, or Miquel Joan)"
8436,4287,Porta of Gerona,"Porta, Miguel Juan (or Miguel Joan, or Miquel Joan)","Porta of Gerona;  Porta, Miguel Juan (or Miguel Joan, or Miquel Joan)","Porta, Miguel Juan (or Miguel Joan, or Miquel Joan)"
8437,4288,"García, Angel Pérez*","Pérez García, Angel","García, Angel Pérez*;  Pérez García, Angel","Pérez García, Angel"
8438,4289,"Porta, Felipe","Porta, Felipe I","Porta, Felipe;  Porta, Felipe I","Porta, Felipe I"
874,429,"Brull, Joan (Juan)","Brull Vinyoles, Joan (or Juan)","Brull, Joan (Juan);  Brull Vinyoles, Joan (or Juan)","Brull Vinyoles, Joan (or Juan)"
875,429,"Brull y Vinolas, Juan","Brull Vinyoles, Joan (or Juan)","Brull y Vinolas, Juan;  Brull Vinyoles, Joan (or Juan)","Brull Vinyoles, Joan (or Juan)"
876,429,"Brull (y) Viñolas, Joan (or Juan)","Brull Vinyoles, Joan (or Juan)","Brull (y) Viñolas, Joan (or Juan);  Brull Vinyoles, Joan (or Juan)","Brull Vinyoles, Joan (or Juan)"
877,429,"Vinyoles, Joan Brull*","Brull Vinyoles, Joan (or Juan)","Vinyoles, Joan Brull*;  Brull Vinyoles, Joan (or Juan)","Brull Vinyoles, Joan (or Juan)"
8439,4290,"Gil, José Pérez*","Pérez Gil, José","Gil, José Pérez*;  Pérez Gil, José","Pérez Gil, José"
8440,4290,Pérezgil,"Pérez Gil, José","Pérezgil;  Pérez Gil, José","Pérez Gil, José"
8441,4290,"Pérezgil, José","Pérez Gil, José","Pérezgil, José;  Pérez Gil, José","Pérez Gil, José"
8442,4292,"Herrero, María Luisa Pérez*","Pérez Herrero, María Luisa","Herrero, María Luisa Pérez*;  Pérez Herrero, María Luisa","Pérez Herrero, María Luisa"
8443,4293,"Lizano, Julio Pérez*","Pérez Lizano, Julio","Lizano, Julio Pérez*;  Pérez Lizano, Julio","Pérez Lizano, Julio"
8444,4294,"Carrión, Antonio Calvo*","Calvo Carrión, Antonio","Carrión, Antonio Calvo*;  Calvo Carrión, Antonio","Calvo Carrión, Antonio"
8445,4295,"Martínez, Manuel Pérez*","Pérez Martínez, Manuel","Martínez, Manuel Pérez*;  Pérez Martínez, Manuel","Pérez Martínez, Manuel"
8446,4295,"Pérez Martínez, M.P.","Pérez Martínez, Manuel","Pérez Martínez, M.P.;  Pérez Martínez, Manuel","Pérez Martínez, Manuel"
8447,4296,"Martínez, Tomás Pérez*","Pérez Martínez, Tomás (or Thomas)","Martínez, Tomás Pérez*;  Pérez Martínez, Tomás (or Thomas)","Pérez Martínez, Tomás (or Thomas)"
8448,4298,"Mateo, Francisco Pérez*","Pérez Mateo, Francisco","Mateo, Francisco Pérez*;  Pérez Mateo, Francisco","Pérez Mateo, Francisco"
8449,4298,"Pérez Mateos, Francisco","Pérez Mateo, Francisco","Pérez Mateos, Francisco;  Pérez Mateo, Francisco","Pérez Mateo, Francisco"
8450,4298,"Pérez Mateu, Francesc","Pérez Mateo, Francisco","Pérez Mateu, Francesc;  Pérez Mateo, Francisco","Pérez Mateo, Francisco"
75,43,"Guerra, José Aguado*","Aguado y Guerra, José","Guerra, José Aguado*;  Aguado y Guerra, José","Aguado y Guerra, José"
878,430,"Nicolau, Joan Borrell*","Borrell Nicolau, Joan (or Juan)","Nicolau, Joan Borrell*;  Borrell Nicolau, Joan (or Juan)","Borrell Nicolau, Joan (or Juan)"
8451,4300,"Moreno, Francisco Posada*","Posada Moreno, Francisco","Moreno, Francisco Posada*;  Posada Moreno, Francisco","Posada Moreno, Francisco"
8452,4300,"Posada, Francisco","Posada Moreno, Francisco","Posada, Francisco;  Posada Moreno, Francisco","Posada Moreno, Francisco"
8453,4301,"Ortiz, José Pérez*","Pérez Ortiz, José","Ortiz, José Pérez*;  Pérez Ortiz, José","Pérez Ortiz, José"
8454,4302,Pérez Pizarro,"Pérez Pizarro, Francisco","Pérez Pizarro;  Pérez Pizarro, Francisco","Pérez Pizarro, Francisco"
8455,4302,"Pizarro, Francisco Pérez*","Pérez Pizarro, Francisco","Pizarro, Francisco Pérez*;  Pérez Pizarro, Francisco","Pérez Pizarro, Francisco"
8456,4303,"Ripoll, Julio Pérez*","Pérez Ripoll, Julio","Ripoll, Julio Pérez*;  Pérez Ripoll, Julio","Pérez Ripoll, Julio"
8457,4304,"Rubio, Antonio Pérez*","Pérez Rubio, Antonio","Rubio, Antonio Pérez*;  Pérez Rubio, Antonio","Pérez Rubio, Antonio"
8458,4305,"Potau, Arturo","Potau Torre de Mer, Artur (or Arturo)","Potau, Arturo;  Potau Torre de Mer, Artur (or Arturo)","Potau Torre de Mer, Artur (or Arturo)"
8459,4305,"Torre de Mer, Artur Potau*","Potau Torre de Mer, Artur (or Arturo)","Torre de Mer, Artur Potau*;  Potau Torre de Mer, Artur (or Arturo)","Potau Torre de Mer, Artur (or Arturo)"
8460,4306,"Rubio, Timoteo Pérez","Pérez Rubio, Timoteo","Rubio, Timoteo Pérez;  Pérez Rubio, Timoteo","Pérez Rubio, Timoteo"
8461,4308,"Bosch, María Pou*","Pou Bosch, María","Bosch, María Pou*;  Pou Bosch, María","Pou Bosch, María"
8462,4309,"Sierra, Francisco Pérez*","Pérez Sierra, Francisco","Sierra, Francisco Pérez*;  Pérez Sierra, Francisco","Pérez Sierra, Francisco"
879,431,"Borrell, Julio","Borrell Pla, Juli (or Julio)","Borrell, Julio;  Borrell Pla, Juli (or Julio)","Borrell Pla, Juli (or Julio)"
880,431,"Borrel i Pia, Julio","Borrell Pla, Juli (or Julio)","Borrel i Pia, Julio;  Borrell Pla, Juli (or Julio)","Borrell Pla, Juli (or Julio)"
881,431,"Borrel y Pla, Julio","Borrell Pla, Juli (or Julio)","Borrel y Pla, Julio;  Borrell Pla, Juli (or Julio)","Borrell Pla, Juli (or Julio)"
882,431,"Pla, Juli Borrell*","Borrell Pla, Juli (or Julio)","Pla, Juli Borrell*;  Borrell Pla, Juli (or Julio)","Borrell Pla, Juli (or Julio)"
8463,4310,"Palau, Antoni Pous*","Pous Palau, Antoni (or Antonio)","Palau, Antoni Pous*;  Pous Palau, Antoni (or Antonio)","Pous Palau, Antoni (or Antonio)"
8464,4311,"Torres, Miguel Pérez*","Pérez Torres, Miguel","Torres, Miguel Pérez*;  Pérez Torres, Miguel","Pérez Torres, Miguel"
8465,4312,"Juan, Vicente Poveda*","Poveda Juan, Vicente","Juan, Vicente Poveda*;  Poveda Juan, Vicente","Poveda Juan, Vicente"
8466,4312,"Poveda, Vicente","Poveda Juan, Vicente","Poveda, Vicente;  Poveda Juan, Vicente","Poveda Juan, Vicente"
8467,4313,"Del Valle, Francisco Pérez","Pérez del Valle, Francisco","Del Valle, Francisco Pérez;  Pérez del Valle, Francisco","Pérez del Valle, Francisco"
8468,4313,"Valle, Francisco Pérez del","Pérez del Valle, Francisco","Valle, Francisco Pérez del;  Pérez del Valle, Francisco","Pérez del Valle, Francisco"
8469,4315,"Valluerca, Eusebio Pérez de*","Pérez de Valluerca, Eusebio","Valluerca, Eusebio Pérez de*;  Pérez de Valluerca, Eusebio","Pérez de Valluerca, Eusebio"
8470,4316,"Vicente, Enrique Pérez*","Pérez Vicente, Enrique","Vicente, Enrique Pérez*;  Pérez Vicente, Enrique","Pérez Vicente, Enrique"
8471,4317,"Villoldo, Alvar Pérez de","Pérez de Villoldo, Alvar (or Albar)","Villoldo, Alvar Pérez de;  Pérez de Villoldo, Alvar (or Albar)","Pérez de Villoldo, Alvar (or Albar)"
8472,4317,"Villordo, Alvar Pérez de","Pérez de Villoldo, Alvar (or Albar)","Villordo, Alvar Pérez de;  Pérez de Villoldo, Alvar (or Albar)","Pérez de Villoldo, Alvar (or Albar)"
8473,4318,"Dalmau, Manuel Poy*","Poy Dalmau, Manuel","Dalmau, Manuel Poy*;  Poy Dalmau, Manuel","Poy Dalmau, Manuel"
883,432,"Bierge, Eusebi Bosch*","Bosch Bierge, Eusebi (or Eusebio)","Bierge, Eusebi Bosch*;  Bosch Bierge, Eusebi (or Eusebio)","Bosch Bierge, Eusebi (or Eusebio)"
8474,4320,"Pradel y Pujol, Damián","Pradell Pujol, Damià (or Damián)","Pradel y Pujol, Damián;  Pradell Pujol, Damià (or Damián)","Pradell Pujol, Damià (or Damián)"
8475,4320,"Pradell, Damià (or Damián)","Pradell Pujol, Damià (or Damián)","Pradell, Damià (or Damián);  Pradell Pujol, Damià (or Damián)","Pradell Pujol, Damià (or Damián)"
8476,4320,"Pujol, Damià Pradell*","Pradell Pujol, Damià (or Damián)","Pujol, Damià Pradell*;  Pradell Pujol, Damià (or Damián)","Pradell Pujol, Damià (or Damián)"
8477,4321,"Villamayor, Juan Pérez de*","Pérez de Villamayor, Juan","Villamayor, Juan Pérez de*;  Pérez de Villamayor, Juan","Pérez de Villamayor, Juan"
8478,4323,"Checa, Miguel Cantón","Cantón Checa, Miguel","Checa, Miguel Cantón;  Cantón Checa, Miguel","Cantón Checa, Miguel"
8479,4324,"Ortiz, Francisco Pradilla","Pradilla Ortiz, Francisco","Ortiz, Francisco Pradilla;  Pradilla Ortiz, Francisco","Pradilla Ortiz, Francisco"
8480,4324,"Pradilla, Francisco","Pradilla Ortiz, Francisco","Pradilla, Francisco;  Pradilla Ortiz, Francisco","Pradilla Ortiz, Francisco"
8481,4325,"Garcia, Joan Pericot*","Pericot Garcia, Joan (or Juan)","Garcia, Joan Pericot*;  Pericot Garcia, Joan (or Juan)","Pericot Garcia, Joan (or Juan)"
8482,4327,"Ocón, Adolfo","Ocón Toribio, Adolfo","Ocón, Adolfo;  Ocón Toribio, Adolfo","Ocón Toribio, Adolfo"
8483,4327,"Toribio, Adolfo Ocón*","Ocón Toribio, Adolfo","Toribio, Adolfo Ocón*;  Ocón Toribio, Adolfo","Ocón Toribio, Adolfo"
884,433,"Canals, Andreu Bosch*","Bosch Canals, Andreu (or Andrés)","Canals, Andreu Bosch*;  Bosch Canals, Andreu (or Andrés)","Bosch Canals, Andreu (or Andrés)"
8484,4331,"Ubach, Pere Prat*","Prat Ubach, Pere (or Pedro)","Ubach, Pere Prat*;  Prat Ubach, Pere (or Pedro)","Prat Ubach, Pere (or Pedro)"
8485,4333,"Bonaparte, Eduard Pratginestós de*","Pratginestós de Bonaparte, Eduard (or Eduardo)","Bonaparte, Eduard Pratginestós de*;  Pratginestós de Bonaparte, Eduard (or Eduardo)","Pratginestós de Bonaparte, Eduard (or Eduardo)"
