RN,WNAM,,LCN,FRESCOSH,BDATN,BQN,BQEN,BDQN,DDATN,DQN,DQEN,DDQN,OPRN,OQN,OOQN,WDATES,SDATN,SDAT2N,CENN,CNUMN,SCHN,NSCHP,CLNON,MEDN,NBN,UDATN,FEM,CLN,UNCLN,SUPN,STAMPN,UPN,teaser,SORTNAME,FirstLetter,SEARCH,alts,holdings,bestname,,recid,notes,earliestdate,latestdate,latest,earliest,problem,teasterweb,event,more,teasterweb2,,,
5285,"Lostau Espinet, Teresa",,"Lostau Espinet, Teresa, -1923",,,,,,1923,m.,,m.1923,1911,exh.,exh.1911,exh.1911-m.1923,1911,1911,,,Barcelona,Spanish,800,,,,Y,,,,CDEA |D 1994 11 02 |T 16:56:33,CDEA |D 1994 11 02 |T 16:56:33,,"Lostau Espinet, Teresa",L,"Lostau Espinet, Teresa Espinet, Teresa Lostau*","Espinet, Teresa Lostau*",,"Lostau Espinet, Teresa, -1923",,2736,Barcelona. ,1911,1923,1923,1911,,,"<event start='1911' end='1923' isDuration='true' title='Lostau Espinet, Teresa' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>exh.1911-m.1923; Barcelona  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2736'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2736'&gt;more...&lt;/a&gt;,exh.1911-m.1923; Barcelona,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2736,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2736</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,ULAN
5287,"Lozano Capellán de Casado, Mercedes",,"Lozano Capellán de Casado, Mercedes, active 1897-1910",,,,,,,,,,1897-1910,exh.,exh.1897-1910,exh.1897-1910,1897,1897,,,Valladolid,Spanish,800,,,,Y,,,,CDEA |D 1994 11 02 |T 17:07:53,CDEA |D 1994 11 02 |T 17:07:53,,"Lozano Capellán de Casado, Mercedes",L,"Lozano Capellán de Casado, Mercedes Capellán de Casado, Mercedes Lozano*","Capellán de Casado, Mercedes Lozano*",,"Lozano Capellán de Casado, Mercedes, active 1897-1910",,2738,Valladolid. ,1897,1910,1910,1897,,,"<event start='1897' end='1910' isDuration='true' title='Lozano Capellán de Casado, Mercedes' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>exh.1897-1910; Valladolid  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2738'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2738'&gt;more...&lt;/a&gt;,exh.1897-1910; Valladolid,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2738,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2738</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,ULAN
5288,"Luna, Petra",,"Luna, Petra, active 1883",,,,,,,,,,1883,exh.,exh.1883,exh.1883,1883,1883,,,Valladolid,Spanish,800,,,,Y,,,,CDEA |D 1994 11 02 |T 17:11:29,CDEA |D 1994 11 02 |T 17:11:29,,"Luna, Petra",L,"Luna, Petra ",,,"Luna, Petra, active 1883",,2760,Valladolid. ,1883,1883,1883,1883,,,"<event start='1883' end='1883' isDuration='true' title='Luna, Petra' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>exh.1883; Valladolid  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2760'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2760'&gt;more...&lt;/a&gt;,exh.1883; Valladolid,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2760,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2760</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,ULAN
5467,"Madasín, Teresa",,"Madasín, Teresa, active 1876-1890",,,,,,,,,,1876-1890,exh.,exh.1876-1890,exh.1876-1890,1876,1876,,,Saragossa,Spanish,800,,,,Y,,,,CDEA |D 1994 11 28 |T 14:49:47,CDEA |D 1994 11 28 |T 14:49:47,,"Madasín, Teresa",M,"Madasín, Teresa ",,,"Madasín, Teresa, active 1876-1890",,2771,Saragossa. ,1876,1890,1890,1876,,,"<event start='1876' end='1890' isDuration='true' title='Madasín, Teresa' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>exh.1876-1890; Saragossa  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2771'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2771'&gt;more...&lt;/a&gt;,exh.1876-1890; Saragossa,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2771,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2771</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,ULAN
3266,"Mallo, Maruja",,"Mallo, Maruja",,1902,,,1902,1995,,,1995,,,,1902-1995,1902,1902,,,Madrid,Spanish,800,,"Although Maruja Mallo is a pseudonym for this artist, it appears in most of the literature as though it were her legal name.",,y,1,,2,MLH |D 1994 06 21 |T 11:31:23,MLEWIN |D 1998 02 09 |T 10:00:45,"Although Maruja Mallo is a pseudonym for this artist, it...","Mallo, Maruja",M,"Mallo, Maruja Mallo, Ana María Gómez González","Mallo, Ana María Gómez González",12,"Mallo, Maruja",,2805,"Madrid. Although Maruja Mallo is a pseudonym for this artist, it appears in most of the literature as though it were her legal name.",1902,1995,1995,1902,,"Although Maruja Mallo is a pseudonym for this artist, it... &lt;a href='../montias/browserecord.php?-action=browse&amp;-recid=2805'&gt;more...&lt;/a&gt;","<event start='1902' end='1995' isDuration='true' title='Mallo, Maruja' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>1902-1995; Madrid  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2805'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2805'&gt;more...&lt;/a&gt;,1902-1995; Madrid,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2805,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2805</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,FRESCO
3274,"Manso y Chaves, Bernarda (Marquesa de la Lapilla y Monasterio (or Monesterio))",,"Manso y Chaves, Bernarda, -1821",,,,,,1821,m.,,m.1821,1817,doc.,doc.1817,doc.1817-m.1821,1817,1817,,,,Spanish,800,Miniaturist,,,y,1,,,MLH |D 1994 06 21 |T 11:47:14,MLH |D 1998 09 24 |T 12:55:33,,"Manso y Chaves, Bernarda (Marquesa de la Lapilla y Monasterio (or Monesterio))",M,"Manso y Chaves, Bernarda (Marquesa de la Lapilla y Monasterio (or Monesterio)) Chaves, Bernarda Manso*","Chaves, Bernarda Manso*",1,"Manso y Chaves, Bernarda, -1821",,2817,,1817,1821,1821,1817,,,"<event start='1817' end='1821' isDuration='true' title='Manso y Chaves, Bernarda (Marquesa de la Lapilla y Monasterio (or Monesterio))' classname='Miniaturist' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>doc.1817-m.1821; Miniaturist  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2817'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2817'&gt;more...&lt;/a&gt;,doc.1817-m.1821; Miniaturist,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2817,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2817</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,FRESCO
1675,"María Cristina de Borbón (Reina de España), [S.M.] (Doña)",,"María Cristina, Queen, consort of Ferdinand VII, King of Spain (1806-1878)",,1806,,,1806,1878,,,1878,,,,1806-1878,1806,1806,,,,Spanish,800,,Fourth wife of King Fernando VII; Queen regent of Spain between 1833-1840.,,y,,,,IMS |D 1991 01 22 |T 16:26:34,IMS |D 1991 01 23 |T 11:10:10,Fourth wife of King Fernando VII; Queen regent of Spain...,"María Cristina de Borbón (Reina de España), [S.M.] (Doña)",M,"María Cristina de Borbón (Reina de España), [S.M.] (Doña) Borbón, (Doña) María Cristina de (Reina de España)","Borbón, (Doña) María Cristina de (Reina de España)",,"María Cristina, Queen, consort of Ferdinand VII, King of Spain (1806-1878)",,2835,Fourth wife of King Fernando VII; Queen regent of Spain between 1833-1840.,1806,1878,1878,1806,,Fourth wife of King Fernando VII; Queen regent of Spain... &lt;a href='../montias/browserecord.php?-action=browse&amp;-recid=2835'&gt;more...&lt;/a&gt;,"<event start='1806' end='1878' isDuration='true' title='María Cristina de Borbón (Reina de España), [S.M.] (Doña)' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>1806-1878  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2835'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2835'&gt;more...&lt;/a&gt;,1806-1878,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2835,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2835</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,LC
2793,"María Francisca de Braganza (Infanta de Portugal y España), [S.A.R.] (Doña)",,"María Francisca de Braganza, 1800-1834",,1800,,,1800,1834,,,1834,,,,1800-1834,1800,1800,,,,Spanish (?),800,,"Daughter of Joao IV of Portugal, married to Carlos María Isidro de Borbón, Infante de España, pretender to the Spanish throne.",,y,,,,FMA |D 1993 06 08 |T 11:46:08,MLH |D 1998 09 28 |T 09:41:07,"Daughter of Joao IV of Portugal, married to Carlos María...","María Francisca de Braganza (Infanta de Portugal y España), [S.A.R.] (Doña)",M,"María Francisca de Braganza (Infanta de Portugal y España), [S.A.R.] (Doña) Borbón, María Francisca de Asís","Borbón, María Francisca de Asís",,"María Francisca de Braganza, 1800-1834",,2838,"Daughter of Joao IV of Portugal, married to Carlos María Isidro de Borbón, Infante de España, pretender to the Spanish throne.",1800,1834,1834,1800,,"Daughter of Joao IV of Portugal, married to Carlos María... &lt;a href='../montias/browserecord.php?-action=browse&amp;-recid=2838'&gt;more...&lt;/a&gt;","<event start='1800' end='1834' isDuration='true' title='María Francisca de Braganza (Infanta de Portugal y España), [S.A.R.] (Doña)' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>1800-1834  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2838'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2838'&gt;more...&lt;/a&gt;,1800-1834,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2838,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2838</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,ULAN
3820,"María Luisa de Borbón (Reina de España), [S.M.] (Doña)",,"Marie Louise of Orleans, Queen, consort of Charles II, King of Spain, 1662-1689",,1662,,,1662,1689,,,1689,,,,1662-1689,1662,1662,,,,Spanish,800,Painter and miniaturist,"Married to Carlos II, King of Spain.",,y,,,,MLH |D 1994 07 05 |T 11:45:18,MLH |D 1998 09 28 |T 09:41:29,"Married to Carlos II, King of Spain...","María Luisa de Borbón (Reina de España), [S.M.] (Doña)",M,"María Luisa de Borbón (Reina de España), [S.M.] (Doña) María Luisa de Bourbon, (Queen of Spain)","María Luisa de Bourbon, (Queen of Spain)",,"Marie Louise of Orleans, Queen, consort of Charles II, King of Spain, 1662-1689",,2839,"Married to Carlos II, King of Spain.",1662,1689,1689,1662,,"Married to Carlos II, King of Spain... &lt;a href='../montias/browserecord.php?-action=browse&amp;-recid=2839'&gt;more...&lt;/a&gt;","<event start='1662' end='1689' isDuration='true' title='María Luisa de Borbón (Reina de España), [S.M.] (Doña)' classname='Painter and miniaturist' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>1662-1689; Painter and miniaturist  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2839'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2839'&gt;more...&lt;/a&gt;,1662-1689; Painter and miniaturist,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2839,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2839</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,FRESCO
3311,"Martí Sancho, Maria",,"Martí Sancho, Maria, 1911-",,1911,n.,,n.1911,,,,,1951,exh.,exh.1951,n.1911-exh.1951,1911,1911,,,Catalonia,Spanish,800,Sculptor,,,y,,,,MLH |D 1994 06 21 |T 14:10:37,MLH |D 1994 06 21 |T 14:10:37,,"Martí Sancho, Maria",M,"Martí Sancho, Maria Sancho, Maria Martí*","Sancho, Maria Martí*",,"Martí Sancho, Maria, 1911-",,2869,Catalonia. ,1911,1951,1951,1911,,,"<event start='1911' end='1951' isDuration='true' title='Martí Sancho, Maria' classname='Sculptor' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>n.1911-exh.1951; Sculptor; Catalonia  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2869'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2869'&gt;more...&lt;/a&gt;,n.1911-exh.1951; Sculptor; Catalonia,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2869,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2869</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,ULAN
2359,"Martín de Campo, Victoria",,"Martín de Campo, Victoria, 1784-1869",,1784,,,1784,1869,,,1869,,,,1784-1869,1784,1784,,,Cádiz,Spanish,800,,,,y,1,,,IR |D 1992 03 18 |T 10:27:11,IR |D 1992 03 18 |T 10:27:12,,"Martín de Campo, Victoria",M,"Martín de Campo, Victoria Campo, Victoria Martín del","Campo, Victoria Martín del",1,"Martín de Campo, Victoria, 1784-1869",,2875,Cádiz. ,1784,1869,1869,1784,,,"<event start='1784' end='1869' isDuration='true' title='Martín de Campo, Victoria' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>1784-1869; Cádiz  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2875'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2875'&gt;more...&lt;/a&gt;,1784-1869; Cádiz,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2875,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2875</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,FRESCO
3950,"Martínez Aledo, Luisa J.",,"Martínez Aledo, Luisa J., 18th century",,,,,,,,,,,,18th C.,18th C.,1699a,1699a,18th C.,1699a,Murcia,Spanish,800,,,,y,,,,MLH |D 1994 07 12 |T 10:06:14,MLH |D 1994 07 12 |T 10:06:14,,"Martínez Aledo, Luisa J.",M,"Martínez Aledo, Luisa J. Aledo, Luisa J. Martínez*","Aledo, Luisa J. Martínez*",,"Martínez Aledo, Luisa J., 18th century",,2884,Murcia. ,1699a,0,1799,1699,,,"<event start='1699' end='1799' isDuration='true' title='Martínez Aledo, Luisa J.' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>18th C.; Murcia  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2884'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2884'&gt;more...&lt;/a&gt;,18th C.; Murcia,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2884,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2884</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,ULAN
2985,"Martínez, Soledad",,"Martínez, Soledad, 1901-",,1901,n.,,n.1901,,,,,1993],[doc.,[doc.1993],n.1901-[doc.1993],1901,1901,,,Barcelona,Spanish,800,,In Mexico City in 1939; in Spain by 1975.,,y,,,,BLR |D 1993 09 09 |T 16:56:18,BLR |D 1993 09 09 |T 16:56:18,In Mexico City in 1939; in Spain by 1975...,"Martínez, Soledad",M,"Martínez, Soledad ",,,"Martínez, Soledad, 1901-",,2943,Barcelona. In Mexico City in 1939; in Spain by 1975.,1901,993,1993,1901,,In Mexico City in 1939; in Spain by 1975... &lt;a href='../montias/browserecord.php?-action=browse&amp;-recid=2943'&gt;more...&lt;/a&gt;,"<event start='1901' end='1993' isDuration='true' title='Martínez, Soledad' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>n.1901-[doc.1993]; Barcelona  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2943'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=2943'&gt;more...&lt;/a&gt;,n.1901-[doc.1993]; Barcelona,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2943,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=2943</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,ULAN
5468,"Matilla Alonso, Nicanora",,"Matilla Alonso, Nicanora, active approximately 1887",,,,,,,,,,1879-doc.1887,exh.,exh.1879-doc.1887,exh.1879-doc.1887,1879,1879,,,Castile,Spanish,800,,,,Y,,,,CDEA |D 1994 11 28 |T 15:30:42,CDEA |D 1994 11 28 |T 15:30:42,,"Matilla Alonso, Nicanora",M,"Matilla Alonso, Nicanora Alonso, Nicanora Matilla*","Alonso, Nicanora Matilla*",,"Matilla Alonso, Nicanora, active approximately 1887",,3262,Castile. ,1879,1887,1887,1879,,,"<event start='1879' end='1887' isDuration='true' title='Matilla Alonso, Nicanora' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>exh.1879-doc.1887; Castile  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=3262'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=3262'&gt;more...&lt;/a&gt;,exh.1879-doc.1887; Castile,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=3262,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=3262</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,ULAN
3869,"Maurer, Juana",,"Maurer, Juana, active 1927",,,,,,,,,,1927,exh.,exh.1927,exh.1927,1927,1927,,,,Spanish,800,,,,y,,,,MLH |D 1994 07 05 |T 15:52:01,MLH |D 1994 07 05 |T 15:52:01,,"Maurer, Juana",M,"Maurer, Juana ",,,"Maurer, Juana, active 1927",,3271,,1927,1927,1927,1927,,,"<event start='1927' end='1927' isDuration='true' title='Maurer, Juana' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>exh.1927  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=3271'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=3271'&gt;more...&lt;/a&gt;,exh.1927,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=3271,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=3271</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,ULAN
3951,"Mayans y Pastor, Josefa (or Josepha)",,"Mayans y Pastor, Josefa, active 18th century",,,,,,,,,,1776,op.,op.1776,op.1776,1776,1776,,,Valencia,Spanish,800,,,,y,,,,MLH |D 1994 07 12 |T 10:07:29,MLH |D 1994 07 12 |T 10:07:29,,"Mayans y Pastor, Josefa (or Josepha)",M,"Mayans y Pastor, Josefa (or Josepha) Pastor, Josefa Mayans*","Pastor, Josefa Mayans*",,"Mayans y Pastor, Josefa, active 18th century",,3273,Valencia. ,1776,1776,1776,1776,,,"<event start='1776' end='1776' isDuration='true' title='Mayans y Pastor, Josefa (or Josepha)' classname='' image='../spanish/images/thumbs/' color='#CCCCCC' textColor='#000000'>op.1776; Valencia  &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=3273'&gt;more...&lt;/a&gt;</event>", &lt;a href='../spanish/browserecord.php?-action=browse&amp;-recid=3273'&gt;more...&lt;/a&gt;,op.1776; Valencia,http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=3273,<url><loc>http://research.frick.org/spanish/browserecord.php?-action=browse&amp;-recid=3273</loc><lastmod>2011-10-28T19:15:18+00:00</lastmod><changefreq>daily</changefreq><priority>0.50</priority></url>,ULAN
